Congress,Name,State or Territory,Party,Service,url,img,Footnote
113th (2013-2015),"CLAY, William Lacy, Jr.",MO,Democrat,House,https://history.house.gov/People/Detail/11766,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001049.jpg,
114th (2015-2017),"CLAY, William Lacy, Jr.",MO,Democrat,House,https://history.house.gov/People/Detail/11766,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001049.jpg,
115th (2017-2019),"CLAY, William Lacy, Jr.",MO,Democrat,House,https://history.house.gov/People/Detail/11766,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001049.jpg,
116th (2019-2021),"CLAY, William Lacy, Jr.",MO,Democrat,House,https://history.house.gov/People/Detail/11766,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001049.jpg,
107th (2001-2003),"WATSON, Diane Edith",CA,Democrat,House,https://history.house.gov/People/Detail/24171,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000794.jpg,"Diane Edith Watson was elected on June 5, 2001, by special election, to fill the vacancy caused by the death of Julian Carey Dixon."
108th (2003-2005),"WATSON, Diane Edith",CA,Democrat,House,https://history.house.gov/People/Detail/24171,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000794.jpg,
109th (2005-2007),"WATSON, Diane Edith",CA,Democrat,House,https://history.house.gov/People/Detail/24171,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000794.jpg,
110th (2007-2009),"WATSON, Diane Edith",CA,Democrat,House,https://history.house.gov/People/Detail/24171,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000794.jpg,
111th (2009-2011),"WATSON, Diane Edith",CA,Democrat,House,https://history.house.gov/People/Detail/24171,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000794.jpg,
108th (2003-2005),"BALLANCE, Frank W., Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10375,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001238.jpg,"Frank W. Ballance, Jr., resigned on June 11, 2004, and was succeeded by George Kenneth (G. K.) Butterfield, Jr., on July 20, 2004."
108th (2003-2005),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
109th (2005-2007),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
110th (2007-2009),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
111th (2009-2011),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
112th (2011-2013),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
113th (2013-2015),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
114th (2015-2017),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
115th (2017-2019),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
116th (2019-2021),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
117th (2021-2023),"BUTTERFIELD, George Kenneth (G.K.), Jr.",NC,Democrat,House,https://history.house.gov/People/Detail/10401,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001251.jpg,
108th (2003-2005),"DAVIS, Artur",AL,Democrat,House,https://history.house.gov/People/Detail/12579,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000602.jpg,
109th (2005-2007),"DAVIS, Artur",AL,Democrat,House,https://history.house.gov/People/Detail/12579,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000602.jpg,
110th (2007-2009),"DAVIS, Artur",AL,Democrat,House,https://history.house.gov/People/Detail/12579,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000602.jpg,
111th (2009-2011),"DAVIS, Artur",AL,Democrat,House,https://history.house.gov/People/Detail/12579,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000602.jpg,
108th (2003-2005),"MAJETTE, Denise L.",GA,Democrat,House,https://history.house.gov/People/Detail/18762,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001145.jpg,
108th (2003-2005),"MEEK, Kendrick B.",FL,Democrat,House,https://history.house.gov/People/Detail/18768,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001148.jpg,
109th (2005-2007),"MEEK, Kendrick B.",FL,Democrat,House,https://history.house.gov/People/Detail/18768,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001148.jpg,
110th (2007-2009),"MEEK, Kendrick B.",FL,Democrat,House,https://history.house.gov/People/Detail/18768,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001148.jpg,
111th (2009-2011),"MEEK, Kendrick B.",FL,Democrat,House,https://history.house.gov/People/Detail/18768,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001148.jpg,
108th (2003-2005),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
109th (2005-2007),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
110th (2007-2009),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
111th (2009-2011),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
112th (2011-2013),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
113th (2013-2015),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
114th (2015-2017),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
115th (2017-2019),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
116th (2019-2021),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
117th (2021-2023),"SCOTT, David",GA,Democrat,House,https://history.house.gov/People/Detail/22574,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001157.jpg,
109th (2005-2007),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
110th (2007-2009),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
111th (2009-2011),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
112th (2011-2013),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
113th (2013-2015),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
114th (2015-2017),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
115th (2017-2019),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
116th (2019-2021),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
117th (2021-2023),"CLEAVER, Emanuel, II",MO,Democrat,House,https://history.house.gov/People/Detail/11786,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001061.jpg,
109th (2005-2007),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
110th (2007-2009),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
111th (2009-2011),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
112th (2011-2013),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
113th (2013-2015),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
114th (2015-2017),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
115th (2017-2019),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
116th (2019-2021),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
117th (2021-2023),"GREEN, Al",TX,Democrat,House,https://history.house.gov/People/Detail/14265,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000553.jpg,
109th (2005-2007),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
110th (2007-2009),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
111th (2009-2011),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
112th (2011-2013),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
113th (2013-2015),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
114th (2015-2017),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
115th (2017-2019),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
116th (2019-2021),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
117th (2021-2023),"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,https://history.house.gov/People/Detail/18792,https://historycms2.house.gov/assets/41324.jpg?sz=310,
109th (2005-2007),"OBAMA, Barack",IL,Democrat,Senate,https://history.house.gov/People/Detail/19276,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000167.jpg,
110th (2007-2009),"OBAMA, Barack",IL,Democrat,Senate,https://history.house.gov/People/Detail/19276,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000167.jpg,"Barack Obama resigned on November 16, 2008, having been elected the 44th President of the United States on November 4, 2008."
110th (2007-2009),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
111th (2009-2011),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
112th (2011-2013),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
113th (2013-2015),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
114th (2015-2017),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
115th (2017-2019),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
116th (2019-2021),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
117th (2021-2023),"CARSON, André",IN,Democrat,House,https://history.house.gov/People/Detail/11806,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001072.jpg,
110th (2007-2009),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
111th (2009-2011),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
112th (2011-2013),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
113th (2013-2015),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
114th (2015-2017),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
115th (2017-2019),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
116th (2019-2021),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
117th (2021-2023),"CLARKE, Yvette Diane",NY,Democrat,House,https://history.house.gov/People/Detail/11798,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001067.jpg,
110th (2007-2009),"EDWARDS, Donna F.",MD,Democrat,House,https://history.house.gov/People/Detail/12961,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000290.jpg,"Donna F. Edwards was elected on June 17, 2008, by special election, to fill the vacancy caused by the resignation of Albert Russell Wynn."
111th (2009-2011),"EDWARDS, Donna F.",MD,Democrat,House,https://history.house.gov/People/Detail/12961,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000290.jpg,
112th (2011-2013),"EDWARDS, Donna F.",MD,Democrat,House,https://history.house.gov/People/Detail/12961,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000290.jpg,
113th (2013-2015),"EDWARDS, Donna F.",MD,Democrat,House,https://history.house.gov/People/Detail/12961,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000290.jpg,
114th (2015-2017),"EDWARDS, Donna F.",MD,Democrat,House,https://history.house.gov/People/Detail/12961,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000290.jpg,
110th (2007-2009),"ELLISON, Keith",MN,Democrat,House,https://history.house.gov/People/Detail/12957,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000288.jpg,
111th (2009-2011),"ELLISON, Keith",MN,Democrat,House,https://history.house.gov/People/Detail/12957,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000288.jpg,
112th (2011-2013),"ELLISON, Keith",MN,Democrat,House,https://history.house.gov/People/Detail/12957,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000288.jpg,
113th (2013-2015),"ELLISON, Keith",MN,Democrat,House,https://history.house.gov/People/Detail/12957,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000288.jpg,
114th (2015-2017),"ELLISON, Keith",MN,Democrat,House,https://history.house.gov/People/Detail/12957,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000288.jpg,
115th (2017-2019),"ELLISON, Keith",MN,Democrat,House,https://history.house.gov/People/Detail/12957,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000288.jpg,
110th (2007-2009),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,"Marcia L. Fudge was elected on November 18, 2008, by special election, to fill the vacancy caused by the death of Stephanie Tubbs Jones."
111th (2009-2011),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,
112th (2011-2013),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,
113th (2013-2015),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,
114th (2015-2017),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,
115th (2017-2019),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,
116th (2019-2021),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,
117th (2021-2023),"FUDGE, Marcia L.",OH,Democrat,House,https://history.house.gov/People/Detail/13557,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000455.jpg,
110th (2007-2009),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
111th (2009-2011),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
112th (2011-2013),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
113th (2013-2015),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
114th (2015-2017),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
115th (2017-2019),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
116th (2019-2021),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
117th (2021-2023),"JOHNSON, Hank",GA,Democrat,House,https://history.house.gov/People/Detail/16065,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000288.jpg,
110th (2007-2009),"RICHARDSON, Laura",CA,Democrat,House,https://history.house.gov/People/Detail/20805,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000581.jpg,"Laura Richardson was elected on August 21, 2007, by special election, to fill the vacancy caused by the death of Juanita Millender-McDonald."
111th (2009-2011),"RICHARDSON, Laura",CA,Democrat,House,https://history.house.gov/People/Detail/20805,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000581.jpg,
112th (2011-2013),"RICHARDSON, Laura",CA,Democrat,House,https://history.house.gov/People/Detail/20805,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000581.jpg,
111th (2009-2011),"BURRIS, Roland",IL,Democrat,Senate,https://history.house.gov/People/Detail/10429,https://historycms2.house.gov/uploadedImages/People/Listing/B/B001266.jpg,"Roland Burris was appointed to the United States Senate on December 31, 2008, to fill the vacancy caused by the resignation of Barack Obama; however, Burris's credentials were not in order until January 12, 2009. He took the oath of office on January 15, 2009, and served until November 29, 2010, when he was succeeded in a special election by Mark Kirk."
112th (2011-2013),"BASS, Karen",CA,Democrat,House,https://history.house.gov/People/Detail/10433,https://historycms2.house.gov/assets/37366.jpg?sz=310,
113th (2013-2015),"BASS, Karen",CA,Democrat,House,https://history.house.gov/People/Detail/10433,https://historycms2.house.gov/assets/37366.jpg?sz=310,
114th (2015-2017),"BASS, Karen",CA,Democrat,House,https://history.house.gov/People/Detail/10433,https://historycms2.house.gov/assets/37366.jpg?sz=310,
115th (2017-2019),"BASS, Karen",CA,Democrat,House,https://history.house.gov/People/Detail/10433,https://historycms2.house.gov/assets/37366.jpg?sz=310,
116th (2019-2021),"BASS, Karen",CA,Democrat,House,https://history.house.gov/People/Detail/10433,https://historycms2.house.gov/assets/37366.jpg?sz=310,
117th (2021-2023),"BASS, Karen",CA,Democrat,House,https://history.house.gov/People/Detail/10433,https://historycms2.house.gov/assets/37366.jpg?sz=310,
112th (2011-2013),"CLARKE, Hansen",MI,Democrat,House,https://history.house.gov/People/Detail/11827,https://historycms2.house.gov/uploadedImages/People/Listing/C/C001085.jpg,
112th (2011-2013),"PAYNE, Donald, Jr.",NJ,Democrat,House,https://history.house.gov/People/Detail/15032387602,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000604.jpg,
113th (2013-2015),"PAYNE, Donald, Jr.",NJ,Democrat,House,https://history.house.gov/People/Detail/15032387602,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000604.jpg,
114th (2015-2017),"PAYNE, Donald, Jr.",NJ,Democrat,House,https://history.house.gov/People/Detail/15032387602,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000604.jpg,
115th (2017-2019),"PAYNE, Donald, Jr.",NJ,Democrat,House,https://history.house.gov/People/Detail/15032387602,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000604.jpg,
116th (2019-2021),"PAYNE, Donald, Jr.",NJ,Democrat,House,https://history.house.gov/People/Detail/15032387602,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000604.jpg,
117th (2021-2023),"PAYNE, Donald, Jr.",NJ,Democrat,House,https://history.house.gov/People/Detail/15032387602,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000604.jpg,
112th (2011-2013),"RICHMOND, Cedric",LA,Democrat,House,https://history.house.gov/People/Detail/20816,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000588.jpg,
113th (2013-2015),"RICHMOND, Cedric",LA,Democrat,House,https://history.house.gov/People/Detail/20816,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000588.jpg,
114th (2015-2017),"RICHMOND, Cedric",LA,Democrat,House,https://history.house.gov/People/Detail/20816,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000588.jpg,
115th (2017-2019),"RICHMOND, Cedric",LA,Democrat,House,https://history.house.gov/People/Detail/20816,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000588.jpg,
116th (2019-2021),"RICHMOND, Cedric",LA,Democrat,House,https://history.house.gov/People/Detail/20816,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000588.jpg,
117th (2021-2023),"RICHMOND, Cedric",LA,Democrat,House,https://history.house.gov/People/Detail/20816,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000588.jpg,
112th (2011-2013),"SCOTT, Tim",SC,Republican,House,https://history.house.gov/People/Detail/22623,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001184.jpg,"Tim Scott resigned his House seat on January 2, 2013, to be appointed to the United States Senate."
113th (2013-2015),"SCOTT, Tim",SC,Republican,Senate,https://history.house.gov/People/Detail/22623,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001184.jpg,
114th (2015-2017),"SCOTT, Tim",SC,Republican,Senate,https://history.house.gov/People/Detail/22623,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001184.jpg,
115th (2017-2019),"SCOTT, Tim",SC,Republican,Senate,https://history.house.gov/People/Detail/22623,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001184.jpg,
116th (2019-2021),"SCOTT, Tim",SC,Republican,Senate,https://history.house.gov/People/Detail/22623,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001184.jpg,
117th (2021-2023),"SCOTT, Tim",SC,Republican,Senate,https://history.house.gov/People/Detail/22623,https://historycms2.house.gov/uploadedImages/People/Listing/S/S001184.jpg,
112th (2011-2013),"SEWELL, Terri",AL,Democrat,House,https://history.house.gov/People/Detail/22624,https://historycms2.house.gov/assets/32798.jpg?sz=310,
113th (2013-2015),"SEWELL, Terri",AL,Democrat,House,https://history.house.gov/People/Detail/22624,https://historycms2.house.gov/assets/32798.jpg?sz=310,
114th (2015-2017),"SEWELL, Terri",AL,Democrat,House,https://history.house.gov/People/Detail/22624,https://historycms2.house.gov/assets/32798.jpg?sz=310,
115th (2017-2019),"SEWELL, Terri",AL,Democrat,House,https://history.house.gov/People/Detail/22624,https://historycms2.house.gov/assets/32798.jpg?sz=310,
116th (2019-2021),"SEWELL, Terri",AL,Democrat,House,https://history.house.gov/People/Detail/22624,https://historycms2.house.gov/assets/32798.jpg?sz=310,
117th (2021-2023),"SEWELL, Terri",AL,Democrat,House,https://history.house.gov/People/Detail/22624,https://historycms2.house.gov/assets/32798.jpg?sz=310,
112th (2011-2013),"WEST, Allen",FL,Republican,House,https://history.house.gov/People/Detail/24194,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000807.jpg,
112th (2011-2013),"WILSON, Frederica",FL,Democrat,House,https://history.house.gov/People/Detail/24196,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000808.jpg,
113th (2013-2015),"WILSON, Frederica",FL,Democrat,House,https://history.house.gov/People/Detail/24196,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000808.jpg,
114th (2015-2017),"WILSON, Frederica",FL,Democrat,House,https://history.house.gov/People/Detail/24196,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000808.jpg,
115th (2017-2019),"WILSON, Frederica",FL,Democrat,House,https://history.house.gov/People/Detail/24196,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000808.jpg,
116th (2019-2021),"WILSON, Frederica",FL,Democrat,House,https://history.house.gov/People/Detail/24196,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000808.jpg,
117th (2021-2023),"WILSON, Frederica",FL,Democrat,House,https://history.house.gov/People/Detail/24196,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000808.jpg,
113th (2013-2015),"ADAMS, Alma",NC,Democrat,House,https://history.house.gov/People/Detail/15032409256,https://historycms2.house.gov/uploadedImages/People/Listing/A/A000370.jpg,"Alma Adams was elected on November 4, 2014, by special election, to fill the vacancy caused by the resignation of Melvin L. Watt."
114th (2015-2017),"ADAMS, Alma",NC,Democrat,House,https://history.house.gov/People/Detail/15032409256,https://historycms2.house.gov/uploadedImages/People/Listing/A/A000370.jpg,
115th (2017-2019),"ADAMS, Alma",NC,Democrat,House,https://history.house.gov/People/Detail/15032409256,https://historycms2.house.gov/uploadedImages/People/Listing/A/A000370.jpg,
